Year Placed,Total Graduating students,Students placed,Median salary per annum(Rs.),Higher Studies Student,College,CollegeID,Program,Duration(Years)
2018,663,543,837000,60,National Institute of Technology Warangal,IR-E-U-0025,UG,4
2019,752,644,901325,65,National Institute of Technology Warangal,IR-E-U-0025,UG,4
2020,720,572,900000,69,National Institute of Technology Warangal,IR-E-U-0025,UG,4
2018,421,231,744917,47,National Institute of Technology Warangal,IR-E-U-0025,PG,2
2019,381,206,745372,54,National Institute of Technology Warangal,IR-E-U-0025,PG,2
2020,416,143,809000,46,National Institute of Technology Warangal,IR-E-U-0025,PG,2
2018,475,391,1275000,44,Indian Institute of Technology Kharagpur,IR-E-U-0573,UG,4
2019,535,437,1420059,53,Indian Institute of Technology Kharagpur,IR-E-U-0573,UG,4
2020,451,416,1600000,32,Indian Institute of Technology Kharagpur,IR-E-U-0573,UG,4
2018,826,418,900000,212,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,2
2019,880,372,1674733,159,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,2
2020,814,235,1200000,135,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,2
2018,10,7,800000,2,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,3
2019,9,7,813000,2,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,3
2020,7,0,0,5,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,3
2018,577,521,1118000,56,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG-Integrated,5
2019,581,548,1340000,33,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG-Integrated,5
2020,580,561,1500000,19,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG-Integrated,5
2018,0,0,0,0,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,6
2019,0,0,0,0,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,6
2020,0,0,0,0,Indian Institute of Technology Kharagpur,IR-E-U-0573,PG,6
2018,573,513,600000,58,National Institute of Technology Jamshedpur,IR-E-U-0207,UG,4
2019,573,458,650000,38,National Institute of Technology Jamshedpur,IR-E-U-0207,UG,4
2020,555,472,680000,44,National Institute of Technology Jamshedpur,IR-E-U-0207,UG,4
2018,249,21,450000,11,National Institute of Technology Jamshedpur,IR-E-U-0207,PG,2
2019,256,40,500000,42,National Institute of Technology Jamshedpur,IR-E-U-0207,PG,2
2020,220,50,800000,68,National Institute of Technology Jamshedpur,IR-E-U-0207,PG,2
2018,771,598,1320000,172,Indian Institute of Technology Roorkee,IR-E-U-0560,UG,4
2019,825,726,1450900,99,Indian Institute of Technology Roorkee,IR-E-U-0560,UG,4
2020,794,663,1754000,131,Indian Institute of Technology Roorkee,IR-E-U-0560,UG,4
2018,112,79,1190000,33,Indian Institute of Technology Roorkee,IR-E-U-0560,PG-Integrated,5
2019,90,69,1500000,21,Indian Institute of Technology Roorkee,IR-E-U-0560,PG-Integrated,5
2020,83,79,1957000,4,Indian Institute of Technology Roorkee,IR-E-U-0560,PG-Integrated,5
2018,356,221,400000,95,College of Engineering A ,IR-E-C-24004,UG,4
2019,370,330,450000,40,College of Engineering A ,IR-E-C-24004,UG,4
2020,355,239,350000,86,College of Engineering A ,IR-E-C-24004,UG,4
2018,500,84,655000,35,College of Engineering A ,IR-E-C-24004,PG,2
2019,510,86,655000,34,College of Engineering A ,IR-E-C-24004,PG,2
2020,510,81,400000,22,College of Engineering A ,IR-E-C-24004,PG,2
2018,547,521,320000,26,Kalasalingam Academy of Research and Education,IR-E-U-0458,UG,4
2019,1144,1040,367000,48,Kalasalingam Academy of Research and Education,IR-E-U-0458,UG,4
2020,1332,1219,401000,50,Kalasalingam Academy of Research and Education,IR-E-U-0458,UG,4
2018,65,63,360000,1,Kalasalingam Academy of Research and Education,IR-E-U-0458,PG,2
2019,40,36,369000,3,Kalasalingam Academy of Research and Education,IR-E-U-0458,PG,2
2018,1234,812,620000,55,Thapar Institute of Engineering and Technology,IR-E-I-1480,UG,4
2019,1270,1088,630000,180,Thapar Institute of Engineering and Technology,IR-E-I-1480,UG,4
2020,1549,1053,810000,182,Thapar Institute of Engineering and Technology,IR-E-I-1480,UG,4
2018,285,125,600000,41,Thapar Institute of Engineering and Technology,IR-E-I-1480,PG,2
2019,244,95,800000,130,Thapar Institute of Engineering and Technology,IR-E-I-1480,PG,2
2020,161,58,800000,75,Thapar Institute of Engineering and Technology,IR-E-I-1480,PG,2
2018,496,361,570000,34,National Institute of Technology Silchar,IR-E-U-0055,UG,4
2019,553,407,640000,23,National Institute of Technology Silchar,IR-E-U-0055,UG,4
2020,548,407,660000,13,National Institute of Technology Silchar,IR-E-U-0055,UG,4
2018,167,9,519000,73,National Institute of Technology Silchar,IR-E-U-0055,PG,2
2019,185,25,525000,75,National Institute of Technology Silchar,IR-E-U-0055,PG,2
2018,161,90,325000,22,Shri Mata Vaishno Devi University,IR-E-U-0201,UG,4
2019,110,55,350000,22,Shri Mata Vaishno Devi University,IR-E-U-0201,UG,4
2020,172,129,350000,28,Shri Mata Vaishno Devi University,IR-E-U-0201,UG,4
2018,47,6,478000,15,Shri Mata Vaishno Devi University,IR-E-U-0201,PG,2
2019,61,18,600000,7,Shri Mata Vaishno Devi University,IR-E-U-0201,PG,2
2018,977,638,385000,84,Jaypee Institute of Information Technology,IR-E-U-0522,UG,4
2019,1074,858,400000,112,Jaypee Institute of Information Technology,IR-E-U-0522,UG,4
2020,1033,793,500000,125,Jaypee Institute of Information Technology,IR-E-U-0522,UG,4
2018,55,10,375000,24,Jaypee Institute of Information Technology,IR-E-U-0522,PG,2
2019,47,5,380000,26,Jaypee Institute of Information Technology,IR-E-U-0522,PG,2
2018,85,58,450000,25,Jaypee Institute of Information Technology,IR-E-U-0522,PG-Integrated,5
2019,80,60,475000,14,Jaypee Institute of Information Technology,IR-E-U-0522,PG-Integrated,5
2020,65,46,500000,12,Jaypee Institute of Information Technology,IR-E-U-0522,PG-Integrated,5
2018,614,373,500000,48,Panjab University,IR-E-U-0078,UG,4
2019,625,368,700000,54,Panjab University,IR-E-U-0078,UG,4
2020,650,297,480000,55,Panjab University,IR-E-U-0078,UG,4
2018,26,16,450000,0,Panjab University,IR-E-U-0078,UG,5
2019,13,13,595000,0,Panjab University,IR-E-U-0078,UG,5
2018,110,12,325000,27,Panjab University,IR-E-U-0078,PG,2
2019,78,21,274000,25,Panjab University,IR-E-U-0078,PG,2
2020,110,13,500000,28,Panjab University,IR-E-U-0078,PG,2
2018,1851,972,300000,331,Amity University,IR-E-U-0497,UG,4
2019,1840,985,375000,252,Amity University,IR-E-U-0497,UG,4
2020,1838,1038,375000,271,Amity University,IR-E-U-0497,UG,4
2018,155,111,300000,19,Amity University,IR-E-U-0497,PG,2
2019,153,124,354000,21,Amity University,IR-E-U-0497,PG,2
2018,111,57,300000,20,Amity University,IR-E-U-0497,PG-Integrated,5
2019,95,32,300000,7,Amity University,IR-E-U-0497,PG-Integrated,5
2020,98,57,355000,6,Amity University,IR-E-U-0497,PG-Integrated,5
2018,856,758,720000,92,National Institute of Technology Calicut,IR-E-U-0263,UG,4
2019,832,760,805000,61,National Institute of Technology Calicut,IR-E-U-0263,UG,4
2020,801,679,898000,58,National Institute of Technology Calicut,IR-E-U-0263,UG,4
2018,393,308,780000,75,National Institute of Technology Calicut,IR-E-U-0263,PG,2
2019,399,312,900000,80,National Institute of Technology Calicut,IR-E-U-0263,PG,2
2020,348,282,950000,57,National Institute of Technology Calicut,IR-E-U-0263,PG,2
2018,739,503,667000,87,Sardar Vallabhbhai National Institute of Technology,IR-E-U-0149,UG,4
2019,727,516,672000,76,Sardar Vallabhbhai National Institute of Technology,IR-E-U-0149,UG,4
2020,720,483,745000,132,Sardar Vallabhbhai National Institute of Technology,IR-E-U-0149,UG,4
2018,277,109,534000,37,Sardar Vallabhbhai National Institute of Technology,IR-E-U-0149,PG,2
2019,257,106,550000,32,Sardar Vallabhbhai National Institute of Technology,IR-E-U-0149,PG,2
2018,812,656,795000,32,Motilal Nehru National Institute of Technology,IR-E-U-0530,UG,4
2019,832,671,800000,107,Motilal Nehru National Institute of Technology,IR-E-U-0530,UG,4
2020,861,568,1159000,282,Motilal Nehru National Institute of Technology,IR-E-U-0530,UG,4
2018,272,106,600000,45,Motilal Nehru National Institute of Technology,IR-E-U-0530,PG,2
2019,301,84,675000,98,Motilal Nehru National Institute of Technology,IR-E-U-0530,PG,2
2020,303,101,900000,185,Motilal Nehru National Institute of Technology,IR-E-U-0530,PG,2
2018,753,524,350000,36,Banasthali Vidyapith,IR-E-U-0389,UG,4
2019,714,496,460000,49,Banasthali Vidyapith,IR-E-U-0389,UG,4
2020,719,619,540000,61,Banasthali Vidyapith,IR-E-U-0389,UG,4
2018,108,13,410000,1,Banasthali Vidyapith,IR-E-U-0389,PG,2
2019,53,11,390000,5,Banasthali Vidyapith,IR-E-U-0389,PG,2
2020,60,12,430000,7,Banasthali Vidyapith,IR-E-U-0389,PG,2
2018,2269,690,380000,384,Sathyabama Institute of Science and Technology,IR-E-U-0474,UG,4
2019,2451,713,330000,308,Sathyabama Institute of Science and Technology,IR-E-U-0474,UG,4
2020,2907,723,380000,322,Sathyabama Institute of Science and Technology,IR-E-U-0474,UG,4
2018,75,56,515000,8,Sathyabama Institute of Science and Technology,IR-E-U-0474,PG,2
2019,64,57,400000,5,Sathyabama Institute of Science and Technology,IR-E-U-0474,PG,2
2020,50,45,450000,4,Sathyabama Institute of Science and Technology,IR-E-U-0474,PG,2
2018,4351,2874,360000,1387,S R M Institute of Science and Technology,IR-E-U-0473,UG,4
2019,4708,4167,350000,464,S R M Institute of Science and Technology,IR-E-U-0473,UG,4
2020,5020,4280,360000,391,S R M Institute of Science and Technology,IR-E-U-0473,UG,4
2018,416,55,400000,13,S R M Institute of Science and Technology,IR-E-U-0473,PG,2
2019,298,45,350000,10,S R M Institute of Science and Technology,IR-E-U-0473,PG,2
2020,330,18,360000,7,S R M Institute of Science and Technology,IR-E-U-0473,PG,2
2018,1995,1731,1100000,206,Birla Institute of Technology Science Pilani,IR-E-U-0391,UG,4
2019,2135,1866,1250000,247,Birla Institute of Technology Science Pilani,IR-E-U-0391,UG,4
2020,2020,1788,1400000,136,Birla Institute of Technology Science Pilani,IR-E-U-0391,UG,4
2018,258,200,1156062,11,Birla Institute of Technology Science Pilani,IR-E-U-0391,PG,2
2019,435,349,840000,18,Birla Institute of Technology Science Pilani,IR-E-U-0391,PG,2
2020,619,476,1250000,52,Birla Institute of Technology Science Pilani,IR-E-U-0391,PG,2
2018,538,490,598000,39,National Institute of Technology Rourkela,IR-E-U-0357,UG,4
2019,511,452,650000,48,National Institute of Technology Rourkela,IR-E-U-0357,UG,4
2020,544,430,711000,80,National Institute of Technology Rourkela,IR-E-U-0357,UG,4
2018,552,263,500000,65,National Institute of Technology Rourkela,IR-E-U-0357,PG,2
2019,465,354,500000,72,National Institute of Technology Rourkela,IR-E-U-0357,PG,2
2020,595,227,600000,138,National Institute of Technology Rourkela,IR-E-U-0357,PG,2
2018,188,133,565000,52,National Institute of Technology Rourkela,IR-E-U-0357,PG-Integrated,5
2019,173,134,600000,38,National Institute of Technology Rourkela,IR-E-U-0357,PG-Integrated,5
2020,190,99,750000,35,National Institute of Technology Rourkela,IR-E-U-0357,PG-Integrated,5
2018,499,395,400000,89,The Northcap University,IR-E-U-0163,UG,4
2019,424,332,360000,50,The Northcap University,IR-E-U-0163,UG,4
2020,577,392,385000,105,The Northcap University,IR-E-U-0163,UG,4
2018,26,22,450000,4,The Northcap University,IR-E-U-0163,PG,2
2019,12,6,425000,6,The Northcap University,IR-E-U-0163,PG,2
2018,115,81,540000,4,National Institute of Technology Meghalaya,IR-E-U-0619,UG,4
2019,115,104,500000,6,National Institute of Technology Meghalaya,IR-E-U-0619,UG,4
2020,123,105,500000,6,National Institute of Technology Meghalaya,IR-E-U-0619,UG,4
2018,56,5,325000,24,National Institute of Technology Meghalaya,IR-E-U-0619,PG,2
2019,57,6,450000,24,National Institute of Technology Meghalaya,IR-E-U-0619,PG,2
2020,56,24,550000,20,National Institute of Technology Meghalaya,IR-E-U-0619,PG,2
2018,119,92,950000,11,Indian Institute of Technology Jodhpur,IR-E-U-0395,UG,4
2019,106,73,900000,7,Indian Institute of Technology Jodhpur,IR-E-U-0395,UG,4
2020,112,76,1225000,2,Indian Institute of Technology Jodhpur,IR-E-U-0395,UG,4
2018,44,19,820000,2,Indian Institute of Technology Jodhpur,IR-E-U-0395,PG,2
2019,73,12,570000,11,Indian Institute of Technology Jodhpur,IR-E-U-0395,PG,2
2020,83,17,1150000,25,Indian Institute of Technology Jodhpur,IR-E-U-0395,PG,2
2018,1771,1523,350000,180,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,UG,4
2019,1458,1241,500000,121,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,UG,4
2020,1761,1543,500000,122,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,UG,4
2018,113,91,350000,16,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,PG,2
2019,128,83,360000,25,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,PG,2
2018,162,134,350000,24,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,PG-Integrated,5
2019,147,121,400000,18,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,PG-Integrated,5
2020,112,89,400000,16,Shanmugha Arts Science Technology Research Academy,IR-E-U-0476,PG-Integrated,5
2018,758,435,1100000,39,Netaji Subhas University of Technology NSUT ,IR-E-C-6379,UG,4
2019,875,584,1100000,34,Netaji Subhas University of Technology NSUT ,IR-E-C-6379,UG,4
2020,838,783,1200000,38,Netaji Subhas University of Technology NSUT ,IR-E-C-6379,UG,4
2018,69,15,1000000,3,Netaji Subhas University of Technology NSUT ,IR-E-C-6379,PG,2
2019,84,44,710000,4,Netaji Subhas University of Technology NSUT ,IR-E-C-6379,PG,2
2020,107,87,900000,14,Netaji Subhas University of Technology NSUT ,IR-E-C-6379,PG,2
2018,351,245,620000,37,Indian Institute of Engineering Science and Technology,IR-E-U-0584,UG,4
2019,457,330,650000,52,Indian Institute of Engineering Science and Technology,IR-E-U-0584,UG,4
2020,540,381,700000,56,Indian Institute of Engineering Science and Technology,IR-E-U-0584,UG,4
2018,184,43,625000,63,Indian Institute of Engineering Science and Technology,IR-E-U-0584,PG,2
2019,182,38,680000,68,Indian Institute of Engineering Science and Technology,IR-E-U-0584,PG,2
2020,191,45,700000,69,Indian Institute of Engineering Science and Technology,IR-E-U-0584,PG,2
2018,0,0,0,0,Indian Institute of Engineering Science and Technology,IR-E-U-0584,PG-Integrated,5
2019,46,11,680000,2,Indian Institute of Engineering Science and Technology,IR-E-U-0584,PG-Integrated,5
2020,59,16,700000,11,Indian Institute of Engineering Science and Technology,IR-E-U-0584,PG-Integrated,5
2018,826,654,710000,26,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,UG,4
2019,777,614,840000,32,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,UG,4
2020,745,537,1100000,14,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,UG,4
2018,125,101,960000,9,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,UG,5
2019,107,81,1245000,4,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,UG,5
2020,86,69,1300000,1,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,UG,5
2018,658,382,600000,92,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,PG,2
2019,669,373,625000,100,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,PG,2
2020,468,177,625000,78,Indian Institute of Technology Indian School of Mines ,IR-E-U-0205,PG,2
2018,629,268,325000,110,Pandit Deendayal Petroleum University,IR-E-U-0147,UG,4
2019,630,299,360000,275,Pandit Deendayal Petroleum University,IR-E-U-0147,UG,4
2020,756,375,400000,201,Pandit Deendayal Petroleum University,IR-E-U-0147,UG,4
2018,109,23,357000,5,Pandit Deendayal Petroleum University,IR-E-U-0147,PG,2
2019,105,34,300000,6,Pandit Deendayal Petroleum University,IR-E-U-0147,PG,2
2018,1145,875,470000,194,M S Ramaiah Institute of Technology,IR-E-C-1331,UG,4
2019,1137,847,520000,189,M S Ramaiah Institute of Technology,IR-E-C-1331,UG,4
2020,1121,742,450000,153,M S Ramaiah Institute of Technology,IR-E-C-1331,UG,4
2018,195,135,450000,9,M S Ramaiah Institute of Technology,IR-E-C-1331,PG,2
2019,183,146,600000,5,M S Ramaiah Institute of Technology,IR-E-C-1331,PG,2
2020,181,124,500000,6,M S Ramaiah Institute of Technology,IR-E-C-1331,PG,2
2018,626,524,784000,102,Veermata Jijabai Technological Institute VJTI Mumbai ,IR-E-C-33641,UG,4
2019,622,501,765000,112,Veermata Jijabai Technological Institute VJTI Mumbai ,IR-E-C-33641,UG,4
2020,655,466,701200,76,Veermata Jijabai Technological Institute VJTI Mumbai ,IR-E-C-33641,UG,4
2018,354,207,670000,13,Veermata Jijabai Technological Institute VJTI Mumbai ,IR-E-C-33641,PG,2
2019,345,210,600000,7,Veermata Jijabai Technological Institute VJTI Mumbai ,IR-E-C-33641,PG,2
2020,328,149,602000,4,Veermata Jijabai Technological Institute VJTI Mumbai ,IR-E-C-33641,PG,2
2018,102,57,700000,34,Indian Institute of Technology Gandhinagar,IR-E-U-0139,UG,4
2019,120,60,725000,23,Indian Institute of Technology Gandhinagar,IR-E-U-0139,UG,4
2020,156,82,896500,37,Indian Institute of Technology Gandhinagar,IR-E-U-0139,UG,4
2018,85,62,625000,15,Indian Institute of Technology Gandhinagar,IR-E-U-0139,PG,2
2019,98,58,730000,25,Indian Institute of Technology Gandhinagar,IR-E-U-0139,PG,2
2020,97,48,840000,27,Indian Institute of Technology Gandhinagar,IR-E-U-0139,PG,2
2018,33,9,180000,24,Indian Institute of Food Processing Technology IIFPT ,IR-E-C-45375,UG,4
2019,41,10,273000,31,Indian Institute of Food Processing Technology IIFPT ,IR-E-C-45375,UG,4
2020,40,21,320000,19,Indian Institute of Food Processing Technology IIFPT ,IR-E-C-45375,UG,4
2018,28,13,358530,9,Indian Institute of Food Processing Technology IIFPT ,IR-E-C-45375,PG,2
2019,37,18,332870,14,Indian Institute of Food Processing Technology IIFPT ,IR-E-C-45375,PG,2
2018,240,118,850000,7,Defence Institute of Advanced Technology,IR-E-U-0297,PG,2
2019,248,144,700000,25,Defence Institute of Advanced Technology,IR-E-U-0297,PG,2
2020,240,190,1500000,40,Defence Institute of Advanced Technology,IR-E-U-0297,PG,2
2018,630,300,511000,32,National Institute of Technology Agartala,IR-E-U-0493,UG,4
2019,627,350,550000,50,National Institute of Technology Agartala,IR-E-U-0493,UG,4
2020,518,353,695000,55,National Institute of Technology Agartala,IR-E-U-0493,UG,4
2018,171,14,479000,7,National Institute of Technology Agartala,IR-E-U-0493,PG,2
2019,169,18,525000,31,National Institute of Technology Agartala,IR-E-U-0493,PG,2
2020,180,47,634000,60,National Institute of Technology Agartala,IR-E-U-0493,PG,2
2018,7,1,600000,1,National Institute of Technology Agartala,IR-E-U-0493,PG-Integrated,5
2019,7,0,0,0,National Institute of Technology Agartala,IR-E-U-0493,PG-Integrated,5
2020,6,3,450000,1,National Institute of Technology Agartala,IR-E-U-0493,PG-Integrated,5
2018,800,633,400000,120,Sri Sivasubramaniya Nadar College of Engineering,IR-E-C-16604,UG,4
2019,787,642,440000,123,Sri Sivasubramaniya Nadar College of Engineering,IR-E-C-16604,UG,4
2020,703,579,500000,107,Sri Sivasubramaniya Nadar College of Engineering,IR-E-C-16604,UG,4
2018,95,64,414000,2,Sri Sivasubramaniya Nadar College of Engineering,IR-E-C-16604,PG,2
2019,71,62,440000,5,Sri Sivasubramaniya Nadar College of Engineering,IR-E-C-16604,PG,2
2020,81,68,450000,3,Sri Sivasubramaniya Nadar College of Engineering,IR-E-C-16604,PG,2
2018,2036,680,300000,428,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,IR-E-U-0020,UG,4
2019,2587,933,350000,403,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,IR-E-U-0020,UG,4
2020,3123,1565,435000,310,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,IR-E-U-0020,UG,4
2018,144,78,360000,48,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,IR-E-U-0020,PG,2
2019,242,117,450000,54,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,IR-E-U-0020,PG,2
2020,316,106,450000,58,Koneru Lakshmaiah Education Foundation University K L College of Engineering ,IR-E-U-0020,PG,2
2018,1182,709,350000,82,PSG College of Technology,IR-E-C-37013,UG,4
2019,1181,654,400000,125,PSG College of Technology,IR-E-C-37013,UG,4
2020,1017,628,420000,81,PSG College of Technology,IR-E-C-37013,UG,4
2018,171,113,350000,4,PSG College of Technology,IR-E-C-37013,UG,5
2019,183,96,400000,5,PSG College of Technology,IR-E-C-37013,UG,5
2020,166,115,420000,4,PSG College of Technology,IR-E-C-37013,UG,5
2018,286,91,353569,5,PSG College of Technology,IR-E-C-37013,PG,2
2019,260,91,450000,1,PSG College of Technology,IR-E-C-37013,PG,2
2020,286,99,420000,3,PSG College of Technology,IR-E-C-37013,PG,2
2018,329,256,1500000,11,Indian Institute of Information Technology Allahabad,IR-E-U-0516,UG,4
2019,311,257,1293000,12,Indian Institute of Information Technology Allahabad,IR-E-U-0516,UG,4
2020,211,184,1900000,10,Indian Institute of Information Technology Allahabad,IR-E-U-0516,UG,4
2018,72,60,1600000,10,Indian Institute of Information Technology Allahabad,IR-E-U-0516,PG,2
2019,81,55,1040000,11,Indian Institute of Information Technology Allahabad,IR-E-U-0516,PG,2
2020,97,62,1150000,13,Indian Institute of Information Technology Allahabad,IR-E-U-0516,PG,2
2018,0,0,0,0,Indian Institute of Information Technology Allahabad,IR-E-U-0516,PG-Integrated,5
2019,22,0,0,22,Indian Institute of Information Technology Allahabad,IR-E-U-0516,PG-Integrated,5
2020,26,2,945700,24,Indian Institute of Information Technology Allahabad,IR-E-U-0516,PG-Integrated,5
2018,454,352,600000,35,National Institute of Technology Patna,IR-E-U-0072,UG,4
2019,473,419,600000,48,National Institute of Technology Patna,IR-E-U-0072,UG,4
2020,438,423,650000,10,National Institute of Technology Patna,IR-E-U-0072,UG,4
2018,179,22,360000,45,National Institute of Technology Patna,IR-E-U-0072,PG,2
2019,176,2,360000,47,National Institute of Technology Patna,IR-E-U-0072,PG,2
2020,196,26,360000,58,National Institute of Technology Patna,IR-E-U-0072,PG,2
2018,196,115,1030000,59,Indian Institute of Technology Hyderabad,IR-E-U-0013,UG,4
2019,191,124,1200000,40,Indian Institute of Technology Hyderabad,IR-E-U-0013,UG,4
2020,219,144,1700000,44,Indian Institute of Technology Hyderabad,IR-E-U-0013,UG,4
2018,129,72,1000000,10,Indian Institute of Technology Hyderabad,IR-E-U-0013,PG,2
2019,123,76,1075000,33,Indian Institute of Technology Hyderabad,IR-E-U-0013,PG,2
2020,148,93,1570000,16,Indian Institute of Technology Hyderabad,IR-E-U-0013,PG,2
2018,35,22,1200000,3,Indian Institute of Technology Hyderabad,IR-E-U-0013,PG,3
2019,13,10,1360000,0,Indian Institute of Technology Hyderabad,IR-E-U-0013,PG,3
2020,20,15,2376000,3,Indian Institute of Technology Hyderabad,IR-E-U-0013,PG,3
2018,158,130,880000,16,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,UG,4
2019,148,120,900000,11,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,UG,4
2020,195,156,1350000,4,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,UG,4
2018,0,0,0,0,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,UG,5
2019,0,0,0,0,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,UG,5
2018,90,53,620000,24,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,PG,2
2019,103,66,650000,15,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,PG,2
2020,139,65,1150000,31,Indian Institute of Technology Bhubaneswar,IR-E-U-0355,PG,2
2018,56,33,600000,7,Indian Institute of Information Technology Guwahati,IR-E-U-0795,UG,4
2019,58,35,600000,11,Indian Institute of Information Technology Guwahati,IR-E-U-0795,UG,4
2020,51,34,625000,5,Indian Institute of Information Technology Guwahati,IR-E-U-0795,UG,4
2018,0,0,0,0,Indian Institute of Information Technology Guwahati,IR-E-U-0795,PG,2
2019,0,0,0,0,Indian Institute of Information Technology Guwahati,IR-E-U-0795,PG,2
2020,26,10,650000,3,Indian Institute of Information Technology Guwahati,IR-E-U-0795,PG,2
2018,776,646,320000,116,Bharati Vidyapeeth Deemed University College of Engineering,IR-E-C-35417,UG,4
2019,780,656,320000,119,Bharati Vidyapeeth Deemed University College of Engineering,IR-E-C-35417,UG,4
2020,786,663,350000,119,Bharati Vidyapeeth Deemed University College of Engineering,IR-E-C-35417,UG,4
2018,102,80,510000,14,Bharati Vidyapeeth Deemed University College of Engineering,IR-E-C-35417,PG,2
2019,110,88,550000,18,Bharati Vidyapeeth Deemed University College of Engineering,IR-E-C-35417,PG,2
2020,111,91,600000,19,Bharati Vidyapeeth Deemed University College of Engineering,IR-E-C-35417,PG,2
2018,640,422,660000,54,Birla Institute of Technology,IR-E-U-0202,UG,4
2019,585,412,800000,21,Birla Institute of Technology,IR-E-U-0202,UG,4
2020,691,421,843000,6,Birla Institute of Technology,IR-E-U-0202,UG,4
2018,148,32,600000,37,Birla Institute of Technology,IR-E-U-0202,PG,2
2019,177,35,350000,36,Birla Institute of Technology,IR-E-U-0202,PG,2
2020,108,17,600000,7,Birla Institute of Technology,IR-E-U-0202,PG,2
2018,572,412,1011000,63,Indian Institute of Technology Bombay,IR-E-U-0306,UG,4
2019,615,430,1178400,125,Indian Institute of Technology Bombay,IR-E-U-0306,UG,4
2020,613,448,1300000,116,Indian Institute of Technology Bombay,IR-E-U-0306,UG,4
2018,499,376,793047,0,Indian Institute of Technology Bombay,IR-E-U-0306,PG,2
2019,456,369,1026708,37,Indian Institute of Technology Bombay,IR-E-U-0306,PG,2
2020,505,343,1200000,23,Indian Institute of Technology Bombay,IR-E-U-0306,PG,2
2018,2402,1135,320000,165,Lovely Professional University,IR-E-U-0379,UG,4
2019,2512,1302,350000,115,Lovely Professional University,IR-E-U-0379,UG,4
2020,3936,2139,441000,129,Lovely Professional University,IR-E-U-0379,UG,4
2018,193,59,300000,16,Lovely Professional University,IR-E-U-0379,PG,2
2019,139,25,338005,14,Lovely Professional University,IR-E-U-0379,PG,2
2020,107,28,480000,1,Lovely Professional University,IR-E-U-0379,PG,2
2018,73,27,300000,2,Lovely Professional University,IR-E-U-0379,PG-Integrated,5
2019,46,13,420000,2,Lovely Professional University,IR-E-U-0379,PG-Integrated,5
2020,28,23,465000,0,Lovely Professional University,IR-E-U-0379,PG-Integrated,5
2018,394,139,478000,156,Aligarh Muslim University,IR-E-U-0496,UG,4
2019,370,121,450000,164,Aligarh Muslim University,IR-E-U-0496,UG,4
2020,348,148,500000,119,Aligarh Muslim University,IR-E-U-0496,UG,4
2018,127,28,525000,37,Aligarh Muslim University,IR-E-U-0496,PG,2
2019,55,19,462000,24,Aligarh Muslim University,IR-E-U-0496,PG,2
2018,1183,383,336000,52,Jawaharlal Nehru Technological University,IR-E-U-0017,UG,4
2019,1030,371,375000,45,Jawaharlal Nehru Technological University,IR-E-U-0017,UG,4
2020,1030,444,365000,209,Jawaharlal Nehru Technological University,IR-E-U-0017,UG,4
2018,534,237,660000,133,Jawaharlal Nehru Technological University,IR-E-U-0017,PG,2
2019,406,132,505000,11,Jawaharlal Nehru Technological University,IR-E-U-0017,PG,2
2018,297,246,245000,51,Visvesvaraya Technological University,IR-E-U-0249,PG,2
2019,326,230,250000,96,Visvesvaraya Technological University,IR-E-U-0249,PG,2
